Trade Date,M:01 Y:18
2017-04-24,
2017-04-25,16.76
2017-04-26,16.91
2017-04-27,16.97
2017-04-28,16.95
2017-05-01,16.7
2017-05-02,16.65
2017-05-03,16.75
2017-05-04,16.65
2017-05-05,16.85
2017-05-08,16.95
2017-05-09,16.95
2017-05-10,17.05
2017-05-11,17.05
2017-05-12,17.15
2017-05-15,17.17
2017-05-16,17.23
2017-05-17,17.7
2017-05-18,17.69
2017-05-19,17.23
2017-05-22,17.08
2017-05-23,17.19
2017-05-24,17.24
2017-05-25,17.3
2017-05-26,17.28
2017-05-30,17.05
2017-05-31,17.05
2017-06-01,17.01
2017-06-02,17.05
2017-06-05,16.98
2017-06-06,17.15
2017-06-07,17.17
2017-06-08,17.05
2017-06-09,17.05
2017-06-12,17.01
2017-06-13,16.87
2017-06-14,16.86
2017-06-15,16.91
2017-06-16,16.75
2017-06-19,16.67
2017-06-20,16.55
2017-06-21,16.57
2017-06-22,16.56
2017-06-23,16.5
2017-06-26,16.28
2017-06-27,16.23
2017-06-28,16.18
2017-06-29,16.22
2017-06-30,16.23
2017-07-03,16.35
2017-07-05,16.35
2017-07-06,16.57
2017-07-07,16.5
2017-07-10,16.3
2017-07-11,16.12
2017-07-12,15.93
2017-07-13,15.85
2017-07-14,15.55
2017-07-17,15.54
2017-07-18,15.61
2017-07-19,15.62
2017-07-20,15.55
2017-07-21,15.5
2017-07-24,15.3
2017-07-25,15.3
2017-07-26,15.25
2017-07-27,15.05
2017-07-28,15.12
2017-07-31,15.0
2017-08-01,14.82
2017-08-02,14.97
2017-08-03,15.11
2017-08-04,15.27
2017-08-07,15.18
2017-08-08,15.47
2017-08-09,15.55
2017-08-10,16.5
2017-08-11,16.75
2017-08-14,15.6
2017-08-15,15.7
2017-08-16,15.5
2017-08-17,16.15
2017-08-18,16.3
2017-08-21,15.98
2017-08-22,15.43
2017-08-23,15.78
2017-08-24,15.72
2017-08-25,15.65
2017-08-28,15.6
2017-08-29,15.67
2017-08-30,15.71
2017-08-31,15.53
2017-09-01,15.5
2017-09-05,15.64
2017-09-06,15.9
2017-09-07,15.98
2017-09-08,16.1
2017-09-11,15.81
2017-09-12,15.59
2017-09-13,15.35
2017-09-14,15.39
2017-09-15,15.32
2017-09-18,14.97
2017-09-19,15.12
2017-09-20,14.98
2017-09-21,15.0
2017-09-22,15.18
2017-09-25,15.12
2017-09-26,14.95
2017-09-27,14.99
2017-09-28,14.85
2017-09-29,14.77
2017-10-02,14.53
2017-10-03,14.5
2017-10-04,14.47
2017-10-05,14.2
2017-10-06,14.3
2017-10-09,14.4
2017-10-10,14.25
2017-10-11,14.1
2017-10-12,14.06
2017-10-13,13.85
2017-10-16,13.63
2017-10-17,13.6
2017-10-18,13.55
2017-10-19,13.4
2017-10-20,13.27
2017-10-23,13.64
2017-10-24,13.59
2017-10-25,13.66
2017-10-26,13.72
2017-10-27,13.35
2017-10-30,13.37
2017-10-31,13.27
2017-11-01,13.32
2017-11-02,13.4
2017-11-03,13.49
2017-11-06,13.35
2017-11-07,13.48
2017-11-08,13.49
2017-11-09,13.5
2017-11-10,13.81
2017-11-13,13.92
2017-11-14,13.99
2017-11-15,14.33
2017-11-16,13.95
2017-11-17,13.85
2017-11-20,13.4
2017-11-21,12.95
2017-11-22,12.85
2017-11-24,12.83
2017-11-27,12.86
2017-11-28,12.7
2017-11-29,12.94
2017-11-30,13.05
2017-12-01,13.3
2017-12-04,13.2
2017-12-05,13.17
2017-12-06,13.06
2017-12-07,12.66
2017-12-08,12.3
2017-12-11,11.96
2017-12-12,11.95
2017-12-13,11.98
2017-12-14,11.85
2017-12-15,11.45
2017-12-18,11.33
2017-12-19,11.3
2017-12-20,11.43
2017-12-21,11.2
2017-12-22,11.4
2017-12-26,11.33
2017-12-27,11.33
2017-12-28,11.24
2017-12-29,11.45
2018-01-02,10.9
2018-01-03,10.7
2018-01-04,10.6
2018-01-05,10.5
2018-01-08,10.49
2018-01-09,10.69
2018-01-10,10.6
2018-01-11,10.5
2018-01-12,10.6
2018-01-16,11.77
2018-01-17,11.95
