Trade Date,M:03 Y:22
2021-06-21,
2021-06-22,23.86
2021-06-23,
2021-06-24,23.45
2021-06-25,23.65
2021-06-28,23.38
2021-06-29,23.6
2021-06-30,24.0
2021-07-01,
2021-07-02,23.55
2021-07-06,23.9
2021-07-07,23.86
2021-07-08,24.18
2021-07-09,23.85
2021-07-12,24.1
2021-07-13,24.21
2021-07-14,24.25
2021-07-15,24.37
2021-07-16,24.35
2021-07-19,25.2
2021-07-20,24.9
2021-07-21,24.4
2021-07-22,24.5
2021-07-23,24.45
2021-07-26,24.5
2021-07-27,24.85
2021-07-28,24.72
2021-07-29,24.6
2021-07-30,24.75
2021-08-02,25.05
2021-08-03,24.65
2021-08-04,24.75
2021-08-05,24.4
2021-08-06,24.35
2021-08-09,24.31
2021-08-10,24.25
2021-08-11,24.0
2021-08-12,23.95
2021-08-13,24.1
2021-08-16,24.12
2021-08-17,24.57
2021-08-18,25.05
2021-08-19,25.25
2021-08-20,24.99
2021-08-23,24.45
2021-08-24,24.75
2021-08-25,24.45
2021-08-26,24.8
2021-08-27,24.34
2021-08-30,24.15
2021-08-31,24.2
2021-09-01,24.15
2021-09-02,24.15
2021-09-03,24.25
2021-09-07,24.6
2021-09-08,24.75
2021-09-09,24.9
2021-09-10,25.1
2021-09-13,25.05
2021-09-14,25.05
2021-09-15,24.9
2021-09-16,24.85
2021-09-17,25.32
2021-09-20,25.95
2021-09-21,25.66
2021-09-22,25.05
2021-09-23,24.75
2021-09-24,24.31
2021-09-27,24.7
2021-09-28,25.48
2021-09-29,25.5
2021-09-30,25.55
2021-10-01,25.3
2021-10-04,25.65
2021-10-05,25.45
2021-10-06,25.35
2021-10-07,25.01
2021-10-08,25.15
2021-10-11,25.13
2021-10-12,25.1
2021-10-13,24.75
2021-10-14,24.2
2021-10-15,24.4
2021-10-18,24.72
2021-10-19,24.45
2021-10-20,24.32
2021-10-21,24.2
2021-10-22,24.45
2021-10-25,23.9
2021-10-26,24.1
2021-10-27,24.3
2021-10-28,24.24
2021-10-29,24.25
2021-11-01,24.24
2021-11-02,23.92
2021-11-03,23.51
2021-11-04,23.7
2021-11-05,24.09
2021-11-08,24.13
2021-11-09,24.37
2021-11-10,24.36
2021-11-11,24.12
2021-11-12,23.89
2021-11-15,24.0
2021-11-16,24.01
2021-11-17,24.5
2021-11-18,24.65
2021-11-19,24.55
2021-11-22,24.75
2021-11-23,24.68
2021-11-24,24.39
2021-11-26,26.98
2021-11-29,25.45
2021-11-30,26.57
2021-12-01,27.65
2021-12-02,27.0
2021-12-03,27.9
2021-12-06,27.05
2021-12-07,25.37
2021-12-08,24.75
2021-12-09,25.15
2021-12-10,24.5
2021-12-13,25.01
2021-12-14,25.65
2021-12-15,24.4
2021-12-16,25.05
2021-12-17,25.5
2021-12-20,25.9
2021-12-21,25.4
2021-12-22,24.71
2021-12-23,24.6
2021-12-27,24.27
2021-12-28,23.87
2021-12-29,23.57
2021-12-30,23.42
2021-12-31,23.45
2022-01-03,23.25
2022-01-04,23.09
2022-01-05,24.05
2022-01-06,24.0
2022-01-07,23.48
2022-01-10,23.05
2022-01-11,22.59
2022-01-12,22.54
2022-01-13,23.47
2022-01-14,23.1
2022-01-18,24.09
2022-01-19,24.6
2022-01-20,25.55
2022-01-21,26.99
2022-01-24,27.48
2022-01-25,28.47
2022-01-26,28.07
2022-01-27,27.85
2022-01-28,27.12
2022-01-31,25.56
2022-02-01,23.92
2022-02-02,24.21
2022-02-03,24.75
2022-02-04,25.24
2022-02-07,24.3
2022-02-08,23.45
2022-02-09,22.71
2022-02-10,24.6
2022-02-11,27.16
2022-02-14,27.75
2022-02-15,25.5
2022-02-16,24.55
2022-02-17,27.65
2022-02-18,28.25
2022-02-22,27.9
2022-02-23,29.75
2022-02-24,28.96
2022-02-25,27.35
2022-02-28,28.64
2022-03-01,31.5
2022-03-02,29.95
2022-03-03,29.75
2022-03-04,31.9
2022-03-07,34.71
2022-03-08,34.15
2022-03-09,31.8
2022-03-10,30.25
2022-03-11,31.0
2022-03-14,31.5
2022-03-15,31.85
