Trade Date,M:01 Y:24
2023-04-24,
2023-04-25,25.2
2023-04-26,25.02
2023-04-27,24.8
2023-04-28,24.96
2023-05-01,24.85
2023-05-02,25.08
2023-05-03,25.47
2023-05-04,25.61
2023-05-05,25.28
2023-05-08,25.2
2023-05-09,25.15
2023-05-10,24.86
2023-05-11,24.77
2023-05-12,24.81
2023-05-15,24.7
2023-05-16,25.08
2023-05-17,24.8
2023-05-18,24.7
2023-05-19,24.92
2023-05-22,24.75
2023-05-23,24.84
2023-05-24,24.95
2023-05-25,24.69
2023-05-26,24.19
2023-05-30,24.1
2023-05-31,24.0
2023-06-01,23.35
2023-06-02,22.88
2023-06-05,22.7
2023-06-06,22.1
2023-06-07,22.1
2023-06-08,21.82
2023-06-09,21.69
2023-06-12,21.65
2023-06-13,21.75
2023-06-14,21.48
2023-06-15,21.6
2023-06-16,21.35
2023-06-20,21.45
2023-06-21,21.45
2023-06-22,21.4
2023-06-23,21.5
2023-06-26,21.24
2023-06-27,20.82
2023-06-28,20.45
2023-06-29,20.6
2023-06-30,20.26
2023-07-03,20.27
2023-07-05,20.26
2023-07-06,20.65
2023-07-07,20.35
2023-07-10,20.15
2023-07-11,19.85
2023-07-12,19.47
2023-07-13,19.55
2023-07-14,19.4
2023-07-17,19.5
2023-07-18,19.48
2023-07-19,19.65
2023-07-20,19.73
2023-07-21,19.6
2023-07-24,19.31
2023-07-25,19.26
2023-07-26,19.22
2023-07-27,19.25
2023-07-28,19.17
2023-07-31,19.07
2023-08-01,19.27
2023-08-02,19.92
2023-08-03,19.83
2023-08-04,19.9
2023-08-07,19.45
2023-08-08,19.81
2023-08-09,19.81
2023-08-10,19.72
2023-08-11,19.49
2023-08-14,19.35
2023-08-15,20.05
2023-08-16,20.05
2023-08-17,20.49
2023-08-18,20.3
2023-08-21,20.08
2023-08-22,20.18
2023-08-23,19.78
2023-08-24,20.25
2023-08-25,19.75
2023-08-28,19.38
2023-08-29,19.05
2023-08-30,18.84
2023-08-31,18.59
2023-09-01,18.54
2023-09-05,18.53
2023-09-06,18.66
2023-09-07,18.56
2023-09-08,18.25
2023-09-11,18.04
2023-09-12,18.0
2023-09-13,17.97
2023-09-14,17.65
2023-09-15,18.01
2023-09-18,17.87
2023-09-19,17.91
2023-09-20,18.18
2023-09-21,18.82
2023-09-22,18.77
2023-09-25,18.77
2023-09-26,19.66
2023-09-27,19.5
2023-09-28,18.9
2023-09-29,19.07
2023-10-02,19.07
2023-10-03,20.32
2023-10-04,20.0
2023-10-05,19.85
2023-10-06,19.49
2023-10-09,19.49
2023-10-10,19.05
2023-10-11,18.69
2023-10-12,19.02
2023-10-13,20.47
2023-10-16,19.44
2023-10-17,19.85
2023-10-18,20.31
2023-10-19,21.33
2023-10-20,21.63
2023-10-23,20.66
2023-10-24,20.23
2023-10-25,21.11
2023-10-26,21.14
2023-10-27,21.7
2023-10-30,20.67
2023-10-31,19.81
2023-11-01,19.03
2023-11-02,18.6
2023-11-03,18.16
2023-11-06,17.68
2023-11-07,17.6
2023-11-08,17.32
2023-11-09,17.7
2023-11-10,17.4
2023-11-13,17.15
2023-11-14,17.06
2023-11-15,16.81
2023-11-16,16.65
2023-11-17,16.42
2023-11-20,16.3
2023-11-21,16.01
2023-11-22,16.21
2023-11-24,15.71
2023-11-27,15.73
2023-11-28,15.55
2023-11-29,15.82
2023-11-30,15.58
2023-12-01,15.48
2023-12-04,15.58
2023-12-05,15.45
2023-12-06,15.53
2023-12-07,15.55
2023-12-08,15.08
2023-12-11,14.77
2023-12-12,14.38
2023-12-13,14.2
2023-12-14,14.15
2023-12-15,14.65
2023-12-18,14.7
2023-12-19,14.88
2023-12-20,15.7
2023-12-21,15.44
2023-12-22,15.15
2023-12-26,14.55
2023-12-27,13.98
2023-12-28,14.0
2023-12-29,14.08
2024-01-02,14.15
2024-01-03,14.7
2024-01-04,14.65
2024-01-05,14.25
2024-01-08,13.88
2024-01-09,13.45
2024-01-10,13.2
2024-01-11,13.05
2024-01-12,13.35
2024-01-16,13.9
2024-01-17,14.6
