Trade Date,M:01 Y:21
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-27,
2020-04-28,
2020-04-29,28.1
2020-04-30,
2020-05-01,
2020-05-04,30.1
2020-05-05,
2020-05-06,
2020-05-07,
2020-05-08,
2020-05-11,
2020-05-12,
2020-05-13,
2020-05-14,
2020-05-15,
2020-05-18,29.0
2020-05-19,29.45
2020-05-20,28.85
2020-05-21,29.5
2020-05-22,29.22
2020-05-26,28.75
2020-05-27,28.45
2020-05-28,28.8
2020-05-29,28.32
2020-06-01,28.5
2020-06-02,28.15
2020-06-03,27.7
2020-06-04,27.45
2020-06-05,26.4
2020-06-08,26.75
2020-06-09,27.5
2020-06-10,27.3
2020-06-11,31.55
2020-06-12,30.12
2020-06-15,29.48
2020-06-16,29.4
2020-06-17,29.72
2020-06-18,29.9
2020-06-19,30.94
2020-06-22,29.7
2020-06-23,29.5
2020-06-24,31.05
2020-06-25,30.2
2020-06-26,31.5
2020-06-29,30.53
2020-06-30,29.4
2020-07-01,28.92
2020-07-02,28.8
2020-07-06,28.72
2020-07-07,29.35
2020-07-08,28.8
2020-07-09,29.25
2020-07-10,28.95
2020-07-13,30.55
2020-07-14,29.55
2020-07-15,29.3
2020-07-16,29.35
2020-07-17,29.0
2020-07-20,28.03
2020-07-21,28.28
2020-07-22,28.17
2020-07-23,28.75
2020-07-24,29.12
2020-07-27,28.8
2020-07-28,28.97
2020-07-29,28.83
2020-07-30,28.81
2020-07-31,29.0
2020-08-03,28.95
2020-08-04,28.5
2020-08-05,28.38
2020-08-06,28.34
2020-08-07,28.4
2020-08-10,28.09
2020-08-11,28.45
2020-08-12,28.15
2020-08-13,28.25
2020-08-14,28.55
2020-08-17,28.02
2020-08-18,27.75
2020-08-19,28.15
2020-08-20,27.94
2020-08-21,28.58
2020-08-24,28.55
2020-08-25,28.3
2020-08-26,28.66
2020-08-27,28.62
2020-08-28,28.65
2020-08-31,29.41
2020-09-01,29.55
2020-09-02,30.4
2020-09-03,30.75
2020-09-04,29.93
2020-09-08,29.0
2020-09-09,28.67
2020-09-10,28.52
2020-09-11,28.35
2020-09-14,28.4
2020-09-15,28.6
2020-09-16,29.15
2020-09-17,29.6
2020-09-18,29.8
2020-09-21,30.3
2020-09-22,30.65
2020-09-23,31.07
2020-09-24,30.96
2020-09-25,30.35
2020-09-28,29.99
2020-09-29,29.65
2020-09-30,29.87
2020-10-01,30.15
2020-10-02,30.55
2020-10-05,29.85
2020-10-06,30.2
2020-10-07,29.75
2020-10-08,28.99
2020-10-09,27.91
2020-10-12,27.6
2020-10-13,27.6
2020-10-14,27.4
2020-10-15,27.8
2020-10-16,27.97
2020-10-19,28.47
2020-10-20,28.7
2020-10-21,28.15
2020-10-22,27.87
2020-10-23,27.89
2020-10-26,29.17
2020-10-27,29.85
2020-10-28,32.0
2020-10-29,31.41
2020-10-30,31.45
2020-11-02,30.7
2020-11-03,29.55
2020-11-04,28.35
2020-11-05,28.5
2020-11-06,27.49
2020-11-09,26.18
2020-11-10,25.9
2020-11-11,25.4
2020-11-12,26.54
2020-11-13,25.64
2020-11-16,25.38
2020-11-17,25.3
2020-11-18,26.15
2020-11-19,26.2
2020-11-20,25.85
2020-11-23,25.7
2020-11-24,25.4
2020-11-25,24.87
2020-11-27,24.9
2020-11-30,24.58
2020-12-01,24.3
2020-12-02,24.32
2020-12-03,24.4
2020-12-04,24.27
2020-12-07,24.54
2020-12-08,23.68
2020-12-09,24.2
2020-12-10,24.65
2020-12-11,25.62
2020-12-14,26.15
2020-12-15,24.8
2020-12-16,24.25
2020-12-17,23.9
2020-12-18,24.0
2020-12-21,26.25
2020-12-22,25.8
2020-12-23,24.65
2020-12-24,23.85
2020-12-28,23.6
2020-12-29,24.7
2020-12-30,23.75
2020-12-31,23.6
2021-01-04,26.45
2021-01-05,25.4
2021-01-06,24.7
2021-01-07,23.2
2021-01-08,22.8
2021-01-11,24.35
2021-01-12,23.54
2021-01-13,22.75
2021-01-14,23.2
2021-01-15,24.6
2021-01-19,23.2
2021-01-20,22.5
